filename,cluster_label,shannon_index
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_44.wav,0,5.6205087
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_52.wav,0,5.279681
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_266.wav,0,5.4039173
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_42.wav,0,5.3680687
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_64.wav,0,5.3130417
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_67.wav,0,5.2626677
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_5630.wav,0,5.765519
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_43.wav,0,5.4218616
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_57.wav,0,5.0633755
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_356.wav,0,5.1345644
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_263.wav,0,5.3507853
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_244.wav,0,5.372756
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_338.wav,0,5.497348
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_53.wav,0,5.360353
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_38.wav,0,5.3832436
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_247.wav,0,5.384395
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_61.wav,0,5.371876
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_264.wav,0,5.361334
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_78.wav,0,4.857431
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_41.wav,0,5.2637224
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_62.wav,0,5.353038
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_63.wav,0,5.3078375
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_268.wav,0,5.3970175
